Title	URL	Assignees	Status	Linked pull requests	Sub-issues progress
folder structure	https://github.com/reyo4/naju_pramila_wedding/issues/1		Done		
package.json	https://github.com/reyo4/naju_pramila_wedding/issues/2		Done		
next.config.js	https://github.com/reyo4/naju_pramila_wedding/issues/3		Done		
public/hero.jpg	https://github.com/reyo4/naju_pramila_wedding/issues/4		Done		
pages/index.js	https://github.com/reyo4/naju_pramila_wedding/issues/5		Done		
styles/globals.css	https://github.com/reyo4/naju_pramila_wedding/issues/6		Done		
